Category_1,Category_2,Category_3,url
Men's wear,Bottom Wear,Jeans ,https://www.flipkart.com/mens-jeans/pr?sid=clo%2Cvua%2Ck58%2Ci51&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Jeans
Men's wear,Bottom Wear,Casual Trousers ,https://www.flipkart.com/mens-trousers/pr?sid=clo%2Cvua%2Cmle%2Clhk&otracker=nmenu_sub_Men_0_Casual%20Trousers
Men's wear,Bottom Wear,Formal Trousers ,https://www.flipkart.com/mens-trousers/pr?sid=clo%2Cvua%2Cmle%2Clhk&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Formal%20Trousers&p[]=facets.occasion%255B%255D%3DFormal
Men's wear,Bottom Wear,Track pants ,https://www.flipkart.com/mens-track-pants/pr?sid=clo%2Cvua%2Cjlk%2C6ql&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Track%20pants
Men's wear,Bottom Wear,Shorts ,https://www.flipkart.com/mens-shorts/pr?sid=clo%2Cvua%2Ce8g%2Ckc7&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Shorts
Men's wear,Bottom Wear,Cargos ,https://www.flipkart.com/clothing-and-accessories/bottomwear/cargos/mens-cargos/pr?sid=clo%2Cvua%2Crqy%2Cnli&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Cargos
Men's wear,Bottom Wear,Three Fourths ,https://www.flipkart.com/clothing-and-accessories/bottomwear/threefourths/mens-threefourths/pr?sid=clo%2Cvua%2Ceum%2C4qq&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Three%20Fourths
Men's wear,"Suits, Blazzers and waistcoats","Suits, Blazzers and waistcoats",https://www.flipkart.com/clothing-and-accessories/blazers-waistcoats-and-suits/pr?sid=clo%2Cupk&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Suits%2C%20Blazers%20%26%20Waistcoats&p[]=facets.ideal_for%255B%255D%3DMen
Men's wear,"Ties, socks, caps and more","Ties, socks, caps and more","https://www.flipkart.com/clothing-and-accessories/clothing-accessories/pr?sid=clo,qd8&p[]=facets.ideal_for%255B%255D%3DMen&p[]=facets.ideal_for%255B%255D%3Dmen&p[]=facets.ideal_for%255B%255D%3Dmen&otracker=categorytree&otracker=nmenu_sub_Men_0_Ties%2C%20Socks%2C%20Caps%20%26%20More"
Men's wear,Fabrics,Fabrics,https://www.flipkart.com/clothing-and-accessories/fabrics/pr?sid=clo%2Cqfi&p[]=facets.ideal_for%255B%255D%3DMen&p[]=facets.ideal_for%255B%255D%3Dmen&p[]=facets.ideal_for%255B%255D%3Dmen&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Fabrics
Men's wear,Winter Wear,Sweatshirts ,https://www.flipkart.com/mens-sweatshirts/pr?sid=clo%2Cqvw%2C64a%2Cvui&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Sweatshirts
Men's wear,Winter Wear,Jackets ,"https://www.flipkart.com/clothing-and-accessories/winter-wear/jackets/men-jackets/pr?sid=clo,qvw,z0g,jbm&otracker=categorytree&otracker=nmenu_sub_Men_0_Jackets"
Men's wear,Winter Wear,Sweater ,"https://www.flipkart.com/clothing-and-accessories/winter-wear/sweater/men-sweater/pr?sid=clo,qvw,vkb,ieq&otracker=categorytree&otracker=nmenu_sub_Men_0_Sweater"
Men's wear,Winter Wear,Tracksuits ,https://www.flipkart.com/clothing-and-accessories/tracksuits/mens-tracksuits/pr?sid=clo%2Cnyk%2Czp4&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Tracksuits
Men's wear,Ethnic Wear,Kurta ,https://www.flipkart.com/clothing-and-accessories/kurtas-ethnic-sets-and-bottoms/kurtas/mens-kurtas/pr?sid=clo%2Ccfv%2Ccib%2Cjks&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Kurta
Men's wear,Ethnic Wear,Ethnic Sets ,https://www.flipkart.com/mens-ethnic-sets/pr?sid=clo%2Ccfv%2Citg%2Cpme&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Ethnic%20Sets
Men's wear,Ethnic Wear,Sherwanis ,https://www.flipkart.com/mens-sherwanis/pr?sid=clo%2Ccfv%2Cdra%2Cbrt&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Sherwanis
Men's wear,Ethnic Wear,Ethnic Pyjama ,https://www.flipkart.com/clothing-and-accessories/kurtas-ethnic-sets-and-bottoms/ethnic-pyjamas/mens-ethnic-pyjamas/pr?sid=clo%2Ccfv%2Ce1p%2C5l2&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Ethnic%20Pyjama
Men's wear,Ethnic Wear,Dhoti ,https://www.flipkart.com/clothing-and-accessories/kurtas-ethnic-sets-and-bottoms/dhotis/pr?sid=clo%2Ccfv%2Cnnk&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Dhoti&p[]=facets.ideal_for%255B%255D%3DMen
Men's wear,Ethnic Wear,Lungi ,https://www.flipkart.com/clothing-and-accessories/bottomwear/lungis/mens-lungis/pr?sid=clo%2Cvua%2C5jo%2Ccqs&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Lungi
Men's wear,Innerwear and loungewear,Briefs &Trunks ,https://www.flipkart.com/mens-briefs-and-trunks/pr?sid=clo%2Cqfl%2Cszr%2C3xl&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Briefs%20%26%20Trunks
Men's wear,Innerwear and loungewear,Vests ,https://www.flipkart.com/clothing-and-accessories/innerwear-and-swimwear/vests/mens-vests/pr?sid=clo%2Cqfl%2Cwp7%2Czpk&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Vests
Men's wear,Innerwear and loungewear,Boxers ,https://www.flipkart.com/mens-boxers/pr?sid=clo%2Cqfl%2C1pt%2Cjlb&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Boxers
Men's wear,Innerwear and loungewear,Pyjamas and Lounge Pants ,https://www.flipkart.com/clothing-and-accessories/sleepwear/pyjamas-and-lounge-pants/mens-pyjamas-and-lounge-pants/pr?sid=clo%2C1hc%2Ca7m%2Cb4p&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Pyjamas%20and%20Lounge%20Pants
Men's wear,Innerwear and loungewear,Thermals ,https://www.flipkart.com/mens-thermals/pr?sid=clo%2Cqvw%2Cugg%2Coak&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Thermals
Men's wear,Innerwear and loungewear,Night Suits ,https://www.flipkart.com/clothing-and-accessories/sleepwear/night-suits/mens-night-suits/pr?sid=clo%2C1hc%2C5d2%2Cdos&otracker[]=categorytree&otracker[]=nmenu_sub_Men_0_Night%20Suits
Men's wear,Raincoats and windcheaters,Raincoats and windcheaters,https://www.flipkart.com/clothing-and-accessories/~cs-4ayq68p3ip/pr?sid=clo&collection-tab-name=Raincoats%20And%20Windcheaters&otracker=nmenu_sub_Men_0_Raincoats%20%26%20Windcheaters
Men's wear,Watches,Fastrack ,https://www.flipkart.com/watches/fastrack~brand/pr?sid=r18&otracker=nmenu_sub_Men_0_Fastrack
Men's wear,Watches,Casio ,https://www.flipkart.com/watches/casio~brand/pr?sid=r18&otracker=nmenu_sub_Men_0_Casio
Men's wear,Watches,Titan ,https://www.flipkart.com/watches/titan~brand/pr?sid=r18&otracker=nmenu_sub_Men_0_Titan
Men's wear,Watches,Fossil ,https://www.flipkart.com/watches/fossil~brand/pr?sid=r18&otracker=nmenu_sub_Men_0_Fossil
Men's wear,Watches,Sonata ,https://www.flipkart.com/watches/sonata~brand/pr?sid=r18&otracker=nmenu_sub_Men_0_Sonata
Men's wear,Accessories,Backpacks ,https://www.flipkart.com/backpacks/pr?sid=reh%2C4d7%2Cak9&otracker=nmenu_sub_Men_0_Backpacks
Men's wear,Accessories,Wallets ,https://www.flipkart.com/bags-wallets-belts/wallets-clutches/wallets/pr?sid=reh%2Ccca%2Ch76&marketplace=FLIPKART&p%5B%5D=facets.ideal_for%255B%255D%3DMen&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&otracker=nmenu_sub_Men_0_Wallets
Men's wear,Accessories,Belts ,https://www.flipkart.com/bags-wallets-belts/belts/~men/pr?sid=reh%2Cro3&otracker=nmenu_sub_Men_0_Belts
Men's wear,Accessories,Sunglasses ,https://www.flipkart.com/sunglasses/pr?p%5B%5D=facets.ideal_for%255B%255D%3DMen&sid=26x&otracker=nmenu_sub_Men_0_Sunglasses&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&otracker=nmenu_sub_Men_0_Sunglasses
Men's wear,Accessories,Luggage and Travel ,https://www.flipkart.com/bags-wallets-belts/luggage-travel/pr?count=40&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&p%5B%5D=facets.ideal_for%255B%255D%3DMen&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2527s&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&sid=reh%2Fplk&otracker=nmenu_sub_Men_0_Luggage%20%26%20Travel
Men's wear,Accessories,Frames ,https://www.flipkart.com/eyewear/frames/pr?count=40&p%5B%5D=facets.ideal_for%255B%255D%3DMen&p%5B%5D=facets.ideal_for%255B%255D%3DUnisex&sid=u73%2Fh4k&otracker=nmenu_sub_Men_0_Frames
Men's wear,Accessories,Jewellery ,https://www.flipkart.com/jewellery/pr?p%5B%5D=facets.ideal_for%255B%255D%3DMen&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&sid=mcr&otracker=nmenu_sub_Men_0_Jewellery
Men's wear,Personal Care Appliances,Trimmers ,https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/trimmers/pr?count=40&otracker=nmenu_sub_Men_0_Trimmers&p%5B%5D=facets.ideal_for%255B%255D%3DMen&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&sid=zlw%2F79s%2Fby3&otracker=nmenu_sub_Men_0_Trimmers
Men's wear,Personal Care Appliances,Shavers ,"https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/shavers/pr?sid=zlw,79s,u3j&otracker=nmenu_sub_Men_0_Shavers"
Men's wear,Personal Care Appliances,Grooming Kits ,"https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/grooming-kit/pr?sid=zlw,79s,bi7&otracker=nmenu_sub_Men_0_Grooming%20Kits"
Women's wear,Western and maternity Wear,Topwear ,"https://www.flipkart.com/clothing-and-accessories/topwear/pr?sid=clo,ash&p[]=facets.ideal_for%255B%255D%3DWomen&p[]=facets.ideal_for%255B%255D%3Dwomen&otracker=categorytree&otracker=nmenu_sub_Women_0_Topwear"
Women's wear,Western and maternity Wear,Dresses ,https://www.flipkart.com/womens-dresses/pr?sid=clo%2Codx%2Cmaj%2Cjhy&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Dresses
Women's wear,Western and maternity Wear,Jeans ,https://www.flipkart.com/womens-jeans/pr?sid=clo%2Cvua%2Ck58%2C4hp&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Jeans
Women's wear,Western and maternity Wear,Shorts ,https://www.flipkart.com/womens-shorts/pr?sid=clo%2Cvua%2Ce8g%2Chbd&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Shorts
Women's wear,Western and maternity Wear,Skirts ,https://www.flipkart.com/womens-skirts/pr?sid=clo%2Cvua%2Ciku%2Cw5t&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Skirts
Women's wear,Western and maternity Wear,Jeggings and Tights ,https://www.flipkart.com/clothing-and-accessories/bottomwear/~cs-hdgz8fjfgm/pr?sid=clo%2Cvua&collection-tab-name=Tights%20And%20%20Legging&otracker=nmenu_sub_Women_0_Jeggings%20%26%20Tights
Women's wear,Western and maternity Wear,Trousers and Capris ,https://www.flipkart.com/clothing-and-accessories/bottomwear/~cs-g50m8job1g/pr?sid=clo%2Cvua&collection-tab-name=Trousers%20and%20Capris&otracker=nmenu_sub_Women_0_Trousers%20%26%20Capris
Women's wear,Lingerie and sleepware,Bras ,"https://www.flipkart.com/clothing-and-accessories/innerwear/bra/women-bra/pr?sid=clo,qfl,v5v,kzg&otracker=categorytree&otracker=nmenu_sub_Women_0_Bras"
Women's wear,Lingerie and sleepware,Panties,https://www.flipkart.com/womens-panties/pr?sid=clo%2Cqfl%2Cq5u%2Cla2&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Panties
Women's wear,Lingerie and sleepware,Lingerie Sets ,"https://www.flipkart.com/clothing-and-accessories/innerwear/lingerie-and-accessories/lingerie-sets/pr?sid=clo,qfl,w4j,53e&otracker=categorytree&otracker=nmenu_sub_Women_0_Lingerie%20Sets"
Women's wear,Lingerie and sleepware,Night Dresses and Nighties ,https://www.flipkart.com/womens-night-dresses-and-nighties/pr?sid=clo%2C1hc%2Ckc4%2Cnmu&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Night%20Dresses%20%26%20Nighties
Women's wear,Lingerie and sleepware,Shapewear ,https://www.flipkart.com/womens-shapewears/pr?sid=clo%2Cqfl%2Cuga%2Ctpq&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Shapewear
Women's wear,Lingerie and sleepware,Camisoles and Slips ,https://www.flipkart.com/womens-camisoles-and-slips/pr?sid=clo%2Cqfl%2Cpji%2Ccrb&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Camisoles%20%26%20Slips
Women's wear,Swim  and Beachwear,Swim and Beachwear,https://www.flipkart.com/clothing-and-accessories/~cs-slqko43dfo/pr?sid=clo&collection-tab-name=Swim%20and%20Beachwear&otracker=nmenu_sub_Women_0_Swim%20%26%20Beachwear
Women's wear,Party Dresses,Party Dresses,https://www.flipkart.com/womens-dresses/pr?sid=clo%2Codx%2Cmaj%2Cjhy&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Party%20Dresses&p[]=facets.occasion%255B%255D%3DParty
Women's wear,Sports Wear,Sports Wear,https://www.flipkart.com/clothing-and-accessories/~cs-xy1011hvj1/pr?sid=clo&collection-tab-name=Sports%20and%20Gym%20Wear&otracker=nmenu_sub_Women_0_Sports%20Wear
Women's wear,Winter Wear,Winter Wear,https://www.flipkart.com/clothing-and-accessories/winter-wear/pr?sid=clo%2Cqvw&otracker=categorytree&p%5B%5D=facets.ideal_for%255B%255D%3DWomen&otracker=nmenu_sub_Women_0_Winter%20Wear
Women's wear,Ethnic Wear,Sarees ,https://www.flipkart.com/womens-sarees/pr?sid=clo%2C8on%2Czpd%2C9og&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Sarees
Women's wear,Ethnic Wear,Kurtas and Kurtis ,"https://www.flipkart.com/clothing-and-accessories/ethnic-wear/kurtas/women-kurtas-and-kurtis/pr?sid=clo,cfv,cib,rkt&q=kurtas+kurtis&otracker=categorytree&otracker=nmenu_sub_Women_0_Kurtas%20%26%20Kurtis"
Women's wear,Ethnic Wear,Dress Material ,https://www.flipkart.com/dress-materials/pr?sid=clo%2Cqfi%2Cxcx%2Cms4&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Dress%20Material
Women's wear,Ethnic Wear,Lehenga Choli ,"https://www.flipkart.com/clothing-and-accessories/lehenga-choli/women-lehenga-choli/pr?sid=clo,hlg,wrp&otracker=categorytree&otracker=nmenu_sub_Women_0_Lehenga%20Choli"
Women's wear,Ethnic Wear,Blouse ,https://www.flipkart.com/womens-blouse-materials/pr?sid=clo%2C8on%2C5n9%2Chny&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Blouse
Women's wear,Ethnic Wear,Kurta Sets and Salwar Suits ,"https://www.flipkart.com/clothing-and-accessories/ethnic-wear/ethnic-sets/women-ethnic-sets-and-salwar-suits/pr?sid=clo,cfv,itg,tys&otracker=categorytree&otracker=nmenu_sub_Women_0_Kurta%20Sets%20%26%20Salwar%20Suits"
Women's wear,Ethnic Wear,Gowns ,https://www.flipkart.com/womens-gowns/pr?sid=clo%2Codx%2Cod7%2C0xx&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Gowns
Women's wear,Ethnic Wear,Dupattas ,"https://www.flipkart.com/clothing-and-accessories/clothing-accessories/dupattas/women-dupattas/pr?sid=clo,qd8,t6b,pjy&otracker=categorytree&otracker=nmenu_sub_Women_0_Dupattas"
Women's wear,Ethnic Bottoms,Leggings and Churidars ,https://www.flipkart.com/womens-leggings-and-churidars/pr?sid=clo%2Ccfv%2Cht7%2Ccjo&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Leggings%20%26%20Churidars
Women's wear,Ethnic Bottoms,Palazzos,https://www.flipkart.com/palazzos/pr?sid=clo%2Ccfv%2Cmn6&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Palazzos
Women's wear,Ethnic Bottoms,Shararas ,"https://www.flipkart.com/clothing-and-accessories/ethnic-wear/sharara/pr?sid=clo,cfv,7po&otracker=categorytree&otracker=nmenu_sub_Women_0_Shararas"
Women's wear,Ethnic Bottoms,Salwars and Patiala ,https://www.flipkart.com/womens-salwars-and-patialas/pr?sid=clo%2Ccfv%2C1n0%2Cops&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Salwars%20%26%20Patiala
Women's wear,Ethnic Bottoms,Dhoti Pants ,https://www.flipkart.com/clothing-and-accessories/kurtas-ethnic-sets-and-bottoms/dhoti-pants/womens-dhoti-pants/pr?sid=clo%2Ccfv%2Cemd%2Con4&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Dhoti%20Pants
Women's wear,Ethnic Bottoms,Ethnic Trousers ,https://www.flipkart.com/clothing-and-accessories/bottomwear/trousers/womens-trousers/pr?sid=clo%2Cvua%2Cmle%2C8ie&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Ethnic%20Trousers&p[]=facets.suitable_for%255B%255D%3DEthnic%2BWear&p[]=facets.suitable_for%255B%255D%3DFusion%2BWear
Women's wear,Ethnic Bottoms,Saree Shapewear and Petticoats ,https://www.flipkart.com/clothing-and-accessories/sarees-and-saree-essentials/petticoats/womens-petticoats/pr?sid=clo%2C8on%2Ctpo%2Ctuw&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Saree%20Shapewear%20%26%20Petticoats
Women's wear,Foot wear,Flats ,"https://www.flipkart.com/womens-footwear/flats/pr?sid=osp,iko,9d5&otracker=nmenu_sub_Women_0_Flats"
Women's wear,Foot wear,Heels ,"https://www.flipkart.com/womens-footwear/heels/pr?sid=osp,iko,6q1&otracker=nmenu_sub_Women_0_Heels"
Women's wear,Foot wear,Wedges ,"https://www.flipkart.com/womens-footwear/wedges/pr?sid=osp,iko,jpm&otracker=nmenu_sub_Women_0_Wedges"
Women's wear,Foot wear,Sports Shoes ,"https://www.flipkart.com/womens-footwear/sports-shoes/pr?sid=osp,iko,d20&otracker=nmenu_sub_Women_0_Sports%20Shoes"
Women's wear,Foot wear,Casual Shoes ,"https://www.flipkart.com/womens-footwear/casual-shoes/pr?sid=osp,iko,sx7&otracker=nmenu_sub_Women_0_Casual%20Shoes"
Women's wear,Foot wear,Boots ,https://www.flipkart.com/womens-footwear/boots/pr?sid=osp%2Ciko%2Cxgp&otracker=nmenu_sub_Women_0_Boots
Women's wear,Foot wear,Ballerinas ,"https://www.flipkart.com/womens-footwear/ballerinas/pr?sid=osp,iko,974&otracker=nmenu_sub_Women_0_Ballerinas"
Women's wear,Foot wear,Slippers and Flip -Flop's,"https://www.flipkart.com/womens-footwear/slippers-flip-flops/pr?sid=osp,iko,iz7&otracker=nmenu_sub_Women_0_Slippers%20%26%20Flip-%20Flop%27s"
Women's wear,Watches,Watches,https://www.flipkart.com/womens-watches-store?otracker=nmenu_sub_Women_0_Watches
Women's wear,Personal Care Appliances,Hair Straightners ,"https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/hair-straighteners/pr?sid=zlw,79s,dk5&otracker=nmenu_sub_Women_0_Hair%20Straightners"
Women's wear,Personal Care Appliances,Hair Dryers ,"https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/hair-dryers/pr?sid=zlw,79s,mh8&otracker=nmenu_sub_Women_0_Hair%20Dryers"
Women's wear,Personal Care Appliances,Epilators ,"https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/epilators/pr?sid=zlw,79s,k32&otracker=nmenu_sub_Women_0_Epilators"
Women's wear,Beauty and Grooming,Make Up ,"https://www.flipkart.com/beauty-and-grooming/makeup/pr?sid=g9b,ffi&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Women_0_Make%20Up"
Women's wear,Beauty and Grooming,Skin Care ,https://www.flipkart.com/beauty-and-grooming/body-face-skin-care/body-and-face-care/pr?sid=g9b%2Cema%2C5la&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&otracker=categorytree&p%5B%5D=facets.ideal_for%255B%255D%3DWomen&p%5B%5D=facets.ideal_for%255B%255D%3DUnisex&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&otracker=nmenu_sub_Women_0_Skin%20Care
Women's wear,Beauty and Grooming,Hair Care ,"https://www.flipkart.com/beauty-and-grooming/hair-care-and-accessory/pr?sid=g9b,lcf&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Women_0_Hair%20Care"
Women's wear,Beauty and Grooming,Bath and Spa,"https://www.flipkart.com/beauty-and-grooming/bath-shower/pr?sid=g9b,5nz&p[]=facets.serviceability%5B%5D%3Dtrue&otracker=categorytree&otracker=nmenu_sub_Women_0_Bath%20%26%20Spa"
Women's wear,Beauty and Grooming,Deodorants and Perfumes ,https://www.flipkart.com/beauty-and-grooming/fragrances/pr?sid=g9b%2C0yh&p%5B%5D=facets.ideal_for%255B%255D%3DWomen&otracker=categorytree&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&p%5B%5D=facets.serviceability%5B%5D%3Dtrue&otracker=nmenu_sub_Women_0_Deodorants%20%26%20Perfumes
Women's wear,Jewellery,Artificial Jewellery ,"https://www.flipkart.com/jewellery/artificial-jewellery/pr?sid=mcr,96v&otracker=categorytree"
Women's wear,Jewellery,Silver Jewellery ,"https://www.flipkart.com/jewellery/silver-jewellery/pr?sid=mcr,tfz&otracker=nmenu_sub_Women_0_Silver%20Jewellery"
Women's wear,Jewellery,Precious Jewellery ,"https://www.flipkart.com/jewellery/precious-jewellery/pr?sid=mcr,ykh&otracker=nmenu_sub_Women_0_Precious%20Jewellery"
Women's wear,Jewellery,Coins and Bars  ,https://www.flipkart.com/gold-silver-coins/pr?sid=mcr%2C73x&p[]=facets.serviceability%5B%5D%3Dtrue&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Coins%20and%20Bars
Women's wear,Accessories,Handbags ,https://www.flipkart.com/handbags/pr?sid=reh%2Cihu%2Cm08&otracker[]=categorytree&otracker[]=nmenu_sub_Women_0_Handbags
Women's wear,Accessories,Totes ,"https://www.flipkart.com/bags-wallets-belts/handbags-clutches/totes/pr?sid=reh,ihu,v57&otracker=categorytree&otracker=nmenu_sub_Women_0_Totes"
Women's wear,Accessories,Sling bags ,"https://www.flipkart.com/bags-wallets-belts/handbags-clutches/sling-bags/pr?sid=reh,ihu,mf2&otracker=categorytree&otracker=nmenu_sub_Women_0_Sling%20bags"
Women's wear,Accessories,Clutches ,"https://www.flipkart.com/bags-wallets-belts/wallets-clutches/clutches/pr?sid=reh,cca,q6i&otracker=categorytree&otracker=nmenu_sub_Women_0_Clutches"
Women's wear,Accessories,Wallets and Belts ,https://www.flipkart.com/bags-wallets-belts/~wallets-belts/pr?p[]=facets.ideal_for%255B%255D=Women&p[]=sort=popularity&sid=reh&otracker=nmenu_sub_Women_0_Wallets%20%26%20Belts
Women's wear,Accessories,Luggage and Travel ,https://www.flipkart.com/bags-wallets-belts/luggage-travel/pr?count=40&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DWomen&p%5B%5D=facets.ideal_for%255B%255D%3DWomen%2527s&p%5B%5D=facets.ideal_for%255B%255D%3DGirls&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&sid=reh%2Fplk&otracker=nmenu_sub_Women_0_Luggage%20%26%20Travel
Women's wear,Accessories,Sunglasses ,https://www.flipkart.com/sunglasses/pr?p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&sid=26x&otracker=nmenu_sub_Women_0_Sunglasses&p%5B%5D=facets.ideal_for%255B%255D%3DWomen&otracker=nmenu_sub_Women_0_Sunglasses
Women's wear,Accessories,Frames,https://www.flipkart.com/eyewear/frames/pr?count=40&p%5B%5D=facets.ideal_for%255B%255D%3DUnisex&p%5B%5D=facets.ideal_for%255B%255D%3DWomen&sid=u73%2Fh4k&otracker=nmenu_sub_Women_0_Frames
Bady and Kids,Kids Clothing,Kids Clothing,https://www.flipkart.com/clothing-and-accessories/pr?sid=clo&otracker=categorytree&p%5B%5D=facets.ideal_for%255B%255D%3DGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys%2B%2526%2BBaby%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BGirls&otracker=nmenu_sub_Baby%20%26%20Kids_0_Kids%20Clothing
Bady and Kids,Boys Clothing,T -Shirts ,"https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/pr?sid=clo,ash,ank&p[]=facets.ideal_for%255B%255D%3DBoys&p[]=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&p[]=facets.ideal_for%255B%255D%3DBaby%2BBoys%2B%2526%2BBaby%2BGirls&p[]=facets.ideal_for%255B%255D%3DBaby%2BBoys&otracker=categorytree&otracker=nmenu_sub_Baby%20%26%20Kids_0_T-Shirts"
Bady and Kids,Boys Clothing,Ethnic Wear ,https://www.flipkart.com/clothing-and-accessories/kurtas-ethnic-sets-and-bottoms/pr?sid=clo%2Ccfv&otracker=categorytree&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys%2B%2526%2BBaby%2BGirls&otracker=nmenu_sub_Baby%20%26%20Kids_0_Ethnic%20Wear
Bady and Kids,Boys Clothing,Shorts ,https://www.flipkart.com/clothing-and-accessories/bottomwear/shorts/pr?sid=clo%2Cvua%2Ce8g&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&otracker=categorytree&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys%2B%2526%2BBaby%2BGirls&otracker=nmenu_sub_Baby%20%26%20Kids_0_Shorts
Bady and Kids,Boys Clothing,Shirts ,https://www.flipkart.com/clothing-and-accessories/topwear/shirts/kids-shirts/pr?sid=clo%2Cash%2Caxc%2Cznf&otracker[]=categorytree&otracker[]=nmenu_sub_Baby%20%26%20Kids_0_Shirts&p[]=facets.ideal_for%255B%255D%3DBoys
Bady and Kids,Boys Clothing,Innerwear ,https://www.flipkart.com/clothing-and-accessories/innerwear/pr?sid=clo%2Cqfl&otracker=categorytree&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&otracker=nmenu_sub_Baby%20%26%20Kids_0_Innerwear
